,Location,Lat,Lng,City,LocalizedNeighbourhood,Bathrooms,Bedrooms,Beds,Host_ID,isNewListing,isSuperhost,RoomType,SpaceType,isHomeOrServicedApartment,BasicNightPrice,Taxes,Total_Price
8121,Bengaluru,12.9103396,77.6757354,Kasavanahalli,Bellandur,1.0,1.0,1.0,387474427,False,True,Entire home/flat,Entire rental unit,1,2747.68,531.81,3279.49
8122,Bengaluru,12.90922,77.67939,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,61337158,False,False,Entire home/flat,Entire rental unit,1,2215.88,443.18,2659.06
8123,Bengaluru,12.90578608687424,77.67829319257096,Kasavanahalli,Kasavanahalli,1.0,1.0,1.0,105272801,False,False,Entire home/flat,Entire rental unit,1,1772.7,354.54,2127.2400000000002
8124,Bengaluru,12.90904,77.67957,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,61337158,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
8125,Bengaluru,12.902621472153056,77.68527802079916,Kasavanahalli,Unknown-Bengaluru,2.0,2.0,4.0,467018147,False,False,Entire home/flat,Entire rental unit,1,3634.04,709.08,4343.12
8128,Bengaluru,12.849238,77.672006,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,374400017,False,False,Entire home/flat,Entire rental unit,1,3456.77,709.08,4165.85
8129,Bengaluru,12.953,77.66043,Bengaluru,HAL Airport Area,2.5,2.0,2.0,82095074,False,False,Entire home/flat,Entire rental unit,1,3013.59,620.45,3634.04
8130,Bengaluru,12.959622622991295,77.65760376458887,Bengaluru,New Tippasandra,1.0,1.0,1.0,695064186,False,False,Entire home/flat,Entire rental unit,1,1861.34,354.54,2215.88
8132,Bengaluru,12.95747,77.63621,Bengaluru,Domlur,1.0,1.0,1.0,710166438,False,True,Entire home/flat,Entire rental unit,1,3013.59,620.45,3634.04
8133,Bengaluru,12.90505,77.64999,Bengaluru,HSR Layout,1.0,1.0,1.0,385548677,False,False,Entire home/flat,Entire rental unit,1,1772.7,354.54,2127.2400000000002
8134,Bengaluru,12.914984087401074,77.66436951595648,Bengaluru,HSR Layout,1.0,1.0,1.0,580164429,False,False,Entire home/flat,Entire rental unit,1,3368.13,709.08,4077.21
8136,Bengaluru,12.96682,77.59136,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,715440344,True,False,Entire home/flat,Entire rental unit,1,5052.2,797.72,5849.92
8137,Bengaluru,12.97549563620195,77.59807022422295,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,715440344,True,False,Entire home/flat,Entire rental unit,1,6293.09,1063.62,7356.71
8139,Bengaluru,12.94541314771401,77.61993941410486,Bengaluru,Koramangala,1.0,1.0,2.0,4172542,False,False,Entire home/flat,Entire rental unit,1,1063.62,177.27,1240.8899999999999
8140,Bengaluru,12.93685,77.61347,Bengaluru,Koramangala,1.0,1.0,1.0,170814129,False,False,Entire home/flat,Entire rental unit,1,2570.41,531.81,3102.22
8141,Bengaluru,12.92698,77.60946,Bengaluru,BTM Layout,1.0,1.0,1.0,430257168,False,False,Entire home/flat,Entire rental unit,1,974.99,974.99,1949.98
8142,Bengaluru,12.94638,77.59586,Bengaluru,Mavalli,2.0,2.0,2.0,593066434,False,False,Entire home/flat,Entire rental unit,1,3456.77,797.72,4254.49
8143,Bengaluru,12.9279414,77.59902290000001,Bengaluru,Jaya Nagar,2.0,2.0,2.0,341490749,False,True,Entire home/flat,Entire rental unit,1,5584.01,1152.26,6736.27
8144,Bengaluru,12.910656136797838,77.59369125289984,Bengaluru,JP Nagar,2.0,2.0,2.0,662822602,False,True,Entire home/flat,Entire rental unit,1,3899.94,797.72,4697.66
8146,Bengaluru,12.90543,77.59697,Bengaluru,JP Nagar,2.0,2.0,3.0,593066434,False,False,Entire home/flat,Entire rental unit,1,3456.77,797.72,4254.49
8147,Bengaluru,12.905506733844424,77.59309593496428,Bengaluru,JP Nagar,1.0,1.0,1.0,258154240,False,False,Entire home/flat,Entire rental unit,1,2304.51,443.18,2747.69
8148,Bengaluru,12.87909136445562,77.65975803136996,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,150725538,False,False,Entire home/flat,Entire rental unit,1,1240.89,265.91,1506.8000000000002
8149,Bengaluru,12.87429,77.6446,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,54999923,False,False,Entire home/flat,Entire rental unit,1,1240.89,265.91,1506.8000000000002
8150,Bengaluru,12.900933,77.643064,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,710892860,False,False,Entire home/flat,Entire rental unit,1,1240.89,265.91,1506.8000000000002
8152,Bengaluru,12.87971,77.60461,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,507254183,False,False,Entire home/flat,Entire rental unit,1,1861.34,354.54,2215.88
8153,Bengaluru,12.87084,77.61719,Bengaluru,Akshayanagar,1.0,1.0,2.0,150725538,False,False,Entire home/flat,Entire rental unit,1,1595.43,265.91,1861.3400000000001
8154,Bengaluru,12.892292,77.5982714,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,70869926,False,True,Entire home/flat,Entire rental unit,1,7179.44,1418.16,8597.6
8155,Bengaluru,12.89109913699484,77.59058984809026,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,725141848,True,False,Entire home/flat,Entire rental unit,1,3988.58,620.45,4609.03
8156,Bengaluru,12.892274430389564,77.59034257382154,Bengaluru,JP Nagar,2.0,2.0,2.0,654483146,False,True,Entire home/flat,Entire rental unit,1,4165.85,797.72,4963.570000000001
8157,Bengaluru,12.892206278458612,77.59459918497474,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,712613497,False,False,Entire home/flat,Entire rental unit,1,4343.12,709.08,5052.2
8158,Bengaluru,12.86714,77.5832,Kothnur,Gottigere,1.0,1.0,1.0,237020899,True,True,Entire home/flat,Entire rental unit,1,2836.32,531.81,3368.13
8160,Bengaluru,12.959737860310067,77.72398229688406,Bengaluru,Whitefield,1.0,1.0,1.0,251325447,False,False,Entire home/flat,Entire rental unit,1,1684.07,354.54,2038.61
8161,Bengaluru,12.97013,77.71231,Bengaluru,Mahadevapura,3.0,3.0,3.0,587196383,False,False,Entire home/flat,Entire rental unit,1,6558.99,1329.53,7888.5199999999995
8162,Bengaluru,12.956817877866513,77.72047226981101,Bengaluru,Marattahalli,2.0,1.0,1.0,570996277,False,True,Entire home/flat,Entire rental unit,1,4077.21,797.72,4874.93
8163,Bengaluru,12.95793,77.71578,Bengaluru,Marattahalli,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,1418.16,354.54,1772.7
8164,Bengaluru,12.9280335,77.6369236,Bengaluru,Koramangala,1.0,1.0,1.0,21687774,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
8165,Bengaluru,12.9280335,77.6369236,Bengaluru,Koramangala,1.0,1.0,1.0,21687774,False,False,Entire home/flat,Entire rental unit,1,2215.88,443.18,2659.06
8166,Bengaluru,12.929709671375363,77.63829390864493,Bengaluru,Chalagatta,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,2304.51,531.81,2836.32
8167,Bengaluru,12.930305052380504,77.63811372220516,Bengaluru,Chalagatta,1.0,1.0,1.0,21687774,False,False,Entire home/flat,Entire rental unit,1,1949.97,354.54,2304.51
8168,Bengaluru,12.930301457860748,77.63809964060783,Bengaluru,Chalagatta,1.0,1.0,1.0,21687774,False,False,Entire home/flat,Entire rental unit,1,1949.97,354.54,2304.51
8169,Bengaluru,12.93045,77.63913,Bengaluru,Chalagatta,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,2127.24,531.81,2659.0499999999997
8170,Bengaluru,12.9303458991924,77.63809025287628,Bengaluru,Chalagatta,1.0,1.0,1.0,21687774,False,False,Entire home/flat,Entire rental unit,1,1949.97,354.54,2304.51
8171,Bengaluru,12.93428,77.62603,Bengaluru,Koramangala,1.0,1.0,1.0,561524164,False,True,Entire home/flat,Entire rental unit,1,3368.13,709.08,4077.21
8172,Bengaluru,12.93599,77.62944,Bengaluru,Koramangala,1.0,1.0,1.0,496232310,False,False,Entire home/flat,Entire rental unit,1,1329.53,265.91,1595.44
8174,Bengaluru,12.906613432180905,77.64178533107042,Bengaluru,HSR Layout,1.0,1.0,2.0,379510224,False,False,Entire home/flat,Entire rental unit,1,2747.68,531.81,3279.49
8175,Bengaluru,12.90671833757413,77.64173973351717,Bengaluru,HSR Layout,1.0,1.0,1.0,379510224,False,False,Entire home/flat,Entire rental unit,1,2747.68,531.81,3279.49
8176,Bengaluru,12.90945,77.61122,Bengaluru,BTM Layout,1.0,1.0,0.0,430257168,False,False,Entire home/flat,Entire rental unit,1,1240.89,1240.89,2481.78
8177,Bengaluru,12.915038772878765,77.61084318620549,Bengaluru,BTM Layout,1.0,1.0,1.0,237156218,False,True,Entire home/flat,Entire rental unit,1,2570.41,620.45,3190.8599999999997
8178,Bengaluru,12.91684,77.61019,Bengaluru,BTM Layout,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,2304.51,531.81,2836.32
8179,Bengaluru,12.915337596969636,77.61093794212935,Bengaluru,BTM Layout,1.0,1.0,0.0,516619945,False,True,Entire home/flat,Entire rental unit,1,2393.14,531.81,2924.95
8180,Bengaluru,12.91313,77.60753,Bengaluru,BTM Layout,1.0,1.0,1.0,56571509,False,True,Entire home/flat,Entire rental unit,1,2393.14,443.18,2836.3199999999997
8181,Bengaluru,12.90721,77.60929,Bengaluru,BTM Layout,1.0,1.0,1.0,430257168,False,False,Entire home/flat,Entire rental unit,1,1240.89,1240.89,2481.78
8182,Bengaluru,12.80944,77.67685,Bommasandra,Kyalasanahalli,1.0,1.0,2.0,206678207,False,False,Entire home/flat,Entire rental unit,1,2127.24,531.81,2659.0499999999997
8183,Bengaluru,12.80459,77.67303,Bommasandra,Kyalasanahalli,2.0,2.0,2.0,568539233,True,False,Entire home/flat,Entire rental unit,1,1772.7,354.54,2127.2400000000002
8184,Bengaluru,12.806502139802957,77.67277410977415,Bommasandra,Kyalasanahalli,1.0,1.0,1.0,375859919,False,False,Entire home/flat,Entire rental unit,1,1684.07,265.91,1949.98
8185,Bengaluru,12.805319964045,77.67272224355668,Bommasandra,Kyalasanahalli,1.0,1.0,1.0,706717277,False,False,Entire home/flat,Entire rental unit,1,2481.78,354.54,2836.32
8186,Bengaluru,12.806718376233954,77.67123376478219,Bommasandra,Kyalasanahalli,2.0,2.0,2.0,706717277,False,False,Entire home/flat,Entire rental unit,1,2659.05,443.18,3102.23
8188,Bengaluru,12.900392532348633,77.47640228271484,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,52436650,False,False,Entire home/flat,Entire serviced apartment,1,2393.14,620.45,3013.59
8189,Bengaluru,13.09072,77.5392,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,130406556,False,True,Entire home/flat,Entire serviced apartment,1,4343.12,886.35,5229.47
8190,Bengaluru,13.046405,77.502601,Bengaluru,Unknown-Bengaluru,2.0,3.0,2.0,276537288,False,False,Entire home/flat,Entire serviced apartment,1,6913.53,1418.16,8331.69
8191,Bengaluru,13.0602492,77.6476934,Bengaluru,Narayanpur,2.0,2.0,2.0,678670293,False,False,Entire home/flat,Entire serviced apartment,1,5318.1,1063.62,6381.72
8192,Bengaluru,13.082582036487452,77.64319270310638,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,487035164,False,True,Entire home/flat,Entire serviced apartment,1,6647.62,1595.43,8243.05
8193,Bengaluru,13.0585,77.62528,Bengaluru,Thanisandra Nagavara,3.0,3.0,3.0,385355373,False,False,Entire home/flat,Entire serviced apartment,1,7179.44,1418.16,8597.6
8195,Bengaluru,13.02055,77.63749,Bengaluru,Kalyan Nagar,2.0,2.0,2.0,204292267,False,False,Entire home/flat,Entire serviced apartment,1,3190.86,2747.68,5938.54
8196,Bengaluru,13.0256133,77.639181,Bengaluru,Kalyan Nagar,2.0,1.0,1.0,717667453,True,False,Entire home/flat,Entire serviced apartment,1,3102.23,531.81,3634.04
8197,Bengaluru,13.055261633147213,77.60145755491625,Bengaluru,Hebbal Kempapura,2.0,2.0,2.0,232048051,False,True,Entire home/flat,Entire serviced apartment,1,4254.48,886.35,5140.83
8198,Bengaluru,13.0552,77.60303,Bengaluru,Hebbal Kempapura,2.0,2.0,2.0,236606750,False,False,Entire home/flat,Entire serviced apartment,1,2747.68,620.45,3368.13
8199,Bengaluru,13.0611376,77.6208846,Bengaluru,Rachanahalli Nagavara,1.0,1.0,1.0,415802637,False,False,Entire home/flat,Entire serviced apartment,1,1949.97,354.54,2304.51
8200,Bengaluru,13.05262,77.59892,Bengaluru,Hebbal Kempapura,1.0,1.0,1.0,236606750,False,False,Entire home/flat,Entire serviced apartment,1,1949.97,443.18,2393.15
8202,Bengaluru,13.05063,77.60129,Bengaluru,Hebbal Kempapura,1.0,1.0,1.0,236606750,False,False,Entire home/flat,Entire serviced apartment,1,3013.59,709.08,3722.67
8203,Bengaluru,12.96769,77.60192,Bengaluru,Ashok Nagar,2.0,2.0,2.0,314588713,False,True,Entire home/flat,Entire serviced apartment,1,7268.07,1329.53,8597.6
8204,Bengaluru,12.90018,77.60584,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,410786856,False,False,Entire home/flat,Entire serviced apartment,1,2924.96,709.08,3634.04
8206,Bengaluru,12.89142,77.59325,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,203536554,False,False,Entire home/flat,Entire serviced apartment,1,4431.75,5140.83,9572.58
8207,Bengaluru,12.8957861,77.59754,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,203536554,False,False,Entire home/flat,Entire serviced apartment,1,5938.55,1418.16,7356.71
8208,Bengaluru,12.867181136934567,77.58324434528782,Kothnur,Gottigere,1.0,1.0,1.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,2304.51,443.18,2747.69
8209,Bengaluru,12.867134948600336,77.58322747486876,Kothnur,Gottigere,1.0,1.0,2.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,1595.43,265.91,1861.3400000000001
8210,Bengaluru,12.869437064095251,77.58697170341458,Bengaluru,Gottigere,1.0,1.0,1.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,2215.88,354.54,2570.42
8211,Bengaluru,12.92938,77.63285,Bengaluru,Koramangala,2.5,2.0,2.0,385548677,False,False,Entire home/flat,Entire serviced apartment,1,2747.68,531.81,3279.49
8212,Bengaluru,12.91285,77.60779,Bengaluru,BTM Layout,1.0,1.0,1.0,694019199,False,True,Entire home/flat,Entire serviced apartment,1,3988.58,974.99,4963.57
8213,Bengaluru,12.81072,77.67578,Bommasandra,Kyalasanahalli,2.0,2.0,3.0,547635834,False,False,Entire home/flat,Entire serviced apartment,1,1861.34,354.54,2215.88
8216,Bengaluru,12.91623,77.71518,Bengaluru,Gunjur Village,2.0,2.0,2.0,101403229,False,True,Entire home/flat,Entire villa,1,4077.21,797.72,4874.93
8221,Bengaluru,13.042049401310177,77.61100577250352,Bengaluru,Nagavara,1.0,1.0,1.0,162616334,False,False,Private room,Hostel room,0,1861.34,443.18,2304.52
8223,Bengaluru,13.18898184073935,77.63239604493371,Meenakunte Hosur,Unknown-Bengaluru,1.0,1.0,1.0,525768612,False,False,Private room,Hotel room,0,7445.34,1240.89,8686.23
8224,Bengaluru,13.17845,77.56507,Rajanukunte,Rajanukunte,1.0,1.0,3.0,547635834,False,False,Private room,Hotel room,0,6913.53,1506.8,8420.33
8225,Bengaluru,12.948812549372152,77.71997232516978,Bengaluru,Whitefield,4.0,4.0,5.0,53134330,False,False,Private room,Hotel room,0,2481.78,620.45,3102.2300000000005
8226,Bengaluru,12.955528792788256,77.69835340809138,Bengaluru,Marattahalli,1.0,1.0,1.0,679487430,False,False,Private room,Hotel room,0,1949.97,443.18,2393.15
8227,Bengaluru,12.898716514384756,77.67623113704833,Kasavanahalli,Bellandur,1.0,1.0,1.0,652479864,False,False,Private room,Hotel room,0,2570.41,620.45,3190.8599999999997
8228,Bengaluru,13.0294,77.56374,Bengaluru,Mathikere,1.0,1.0,1.0,555623289,False,False,Private room,Hotel room,0,2127.24,443.18,2570.4199999999996
8229,Bengaluru,12.94132,77.571113,Bengaluru,Basavanagudi,0.0,18.0,1.0,498179856,False,False,Private room,Hotel room,0,2038.61,354.54,2393.15
8231,Bengaluru,12.915765703355412,77.69838314884998,Bengaluru,Bellandur,1.0,1.0,1.0,683064253,False,False,Private room,Hotel room,0,886.35,88.64,974.99
8232,Bengaluru,12.92571,77.6754,Bengaluru,Bellandur,1.0,1.0,1.0,481645448,False,False,Private room,Hotel room,0,1949.97,354.54,2304.51
8233,Bengaluru,12.80822,77.69451,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,650006962,False,False,Private room,Hotel room,0,2127.24,443.18,2570.4199999999996
8234,Bengaluru,12.95612558652364,77.64873950118866,Bengaluru,Domlur,1.0,1.0,2.0,653770596,False,False,Private room,Hotel room,0,3634.04,886.35,4520.39
8235,Bengaluru,12.9593,77.6497,Bengaluru,Domlur,2.0,2.0,3.0,102326176,False,False,Hotel room,Hotel room,0,7002.16,1772.7,8774.86
8236,Bengaluru,12.955563090682809,77.64915777643097,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,652553242,True,False,Private room,Hotel room,0,1152.26,265.91,1418.17
8237,Bengaluru,12.9121181,77.6445548,Bengaluru,HSR Layout,2.0,5.0,1.0,599814014,False,False,Private room,Hotel room,0,2127.24,443.18,2570.4199999999996
8238,Bengaluru,12.98794,77.59737,Bengaluru,Vasanth Nagar,1.0,1.0,1.0,199611180,False,False,Private room,Hotel room,0,3279.5,620.45,3899.95
8239,Bengaluru,12.87647,77.60416,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,652553242,True,False,Private room,Hotel room,0,1152.26,265.91,1418.17
8240,Bengaluru,12.899843800244469,77.60086734059936,Bengaluru,JP Nagar,1.0,1.0,1.0,543295750,False,True,Private room,Hotel room,0,2304.51,443.18,2747.69
8241,Bengaluru,12.9320064,77.6331385,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,229996531,True,False,Private room,Hotel room,0,2747.68,531.81,3279.49
8242,Bengaluru,12.916308058532314,77.631893113061,Bengaluru,Koramangala,1.0,1.0,1.0,387979943,False,False,Private room,Hotel room,0,2215.88,443.18,2659.06
8245,Bengaluru,13.16174962310541,77.68195952920631,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,585004908,False,False,Private room,Private room,0,1152.26,177.27,1329.53
8246,Bengaluru,13.014806698428716,77.66893565654755,Bengaluru,Ramamurthy Nagar,1.0,1.0,2.0,98180022,False,False,Private room,Private room,0,2127.24,443.18,2570.4199999999996
8247,Bengaluru,13.01821,77.66717,Bengaluru,Ramamurthy Nagar,1.5,1.0,2.0,442141208,False,False,Private room,Private room,0,974.99,177.27,1152.26
8248,Bengaluru,13.039167739209232,77.68264342099428,Bengaluru,Ramamurthy Nagar,2.0,1.0,1.0,459985981,False,False,Private room,Private room,0,1329.53,177.27,1506.8
8249,Bengaluru,13.11396969361434,77.60013666003942,Bengaluru,Maruti Nagar,1.0,1.0,5.0,234362945,True,False,Private room,Private room,0,974.99,177.27,1152.26
8250,Bengaluru,13.12506,77.62087,Bengaluru,Katgenahalli,1.0,1.0,1.0,595125957,False,False,Private room,Private room,0,1684.07,354.54,2038.61
8251,Bengaluru,13.1152692,77.56583979999999,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,568394616,False,False,Private room,Private room,0,1772.7,265.91,2038.6100000000001
8253,Bengaluru,12.87229,77.51156,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,63119507,False,False,Private room,Private room,0,1329.53,265.91,1595.44
8254,Bengaluru,12.937997536946332,77.725073620677,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,101098309,False,False,Private room,Private room,0,2481.78,443.18,2924.96
8255,Bengaluru,12.9595465,77.7001495,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,428344380,False,False,Private room,Private room,0,2215.88,443.18,2659.06
8256,Bengaluru,12.98948,77.68032,Bengaluru,Mahadevapura,1.0,1.0,1.0,39202857,False,False,Private room,Private room,0,1063.62,265.91,1329.53
8257,Bengaluru,12.9686,77.7045,Bengaluru,Unknown-Bengaluru,1.0,2.0,2.0,720075249,True,False,Private room,Private room,0,974.99,177.27,1152.26
8258,Bengaluru,12.89197703118343,77.72929563076278,Bengaluru,Unknown-Bengaluru,1.0,5.0,3.0,650853038,False,False,Private room,Private room,0,1684.07,265.91,1949.98
8259,Bengaluru,12.85718,77.67418,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,515466310,False,False,Private room,Private room,0,1329.53,177.27,1506.8
8260,Bengaluru,12.8418208,77.6448446,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,698851089,False,False,Private room,Private room,0,2127.24,443.18,2570.4199999999996
8261,Bengaluru,13.092023608662618,77.54573827135007,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,21071438,False,False,Private room,Private room,0,1152.26,177.27,1329.53
8262,Bengaluru,13.04121,77.56511,Bengaluru,Dollars Colony,1.0,1.0,1.0,5048415,False,False,Private room,Private room,0,2038.61,354.54,2393.15
8263,Bengaluru,13.02504,77.57631,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,15751971,False,False,Private room,Private room,0,3899.94,974.99,4874.93
8264,Bengaluru,13.017706568290231,77.49952379741384,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,676900964,True,False,Private room,Private room,0,4609.02,797.72,5406.740000000001
8265,Bengaluru,12.998367,77.570012,Bengaluru,Malleswaram,1.5,1.0,1.0,541788663,False,True,Private room,Private room,0,2836.32,531.81,3368.13
8266,Bengaluru,12.904031329680649,77.52554476261139,Bengaluru,Raja Rajeshwari Nagar,0.5,1.0,1.0,137931685,False,False,Private room,Private room,0,1595.43,265.91,1861.3400000000001
8267,Bengaluru,13.07811,77.65714,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,662256925,True,False,Private room,Private room,0,1861.34,354.54,2215.88
8268,Bengaluru,13.084497140305976,77.64300029421292,Bengaluru,Unknown-Bengaluru,1.0,2.0,2.0,724761187,True,False,Private room,Private room,0,1240.89,177.27,1418.16
8269,Bengaluru,13.08596,77.62378,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,279688252,False,False,Private room,Private room,0,1506.8,265.91,1772.71
8270,Bengaluru,13.05140958062242,77.65445910394192,Bengaluru,Narayanpur,1.0,1.0,1.0,385726223,False,True,Private room,Private room,0,1861.34,354.54,2215.88
8272,Bengaluru,13.03711942530218,77.63310234993696,Bengaluru,HBR Layout,1.0,1.0,1.0,24305574,False,False,Private room,Private room,0,1240.89,177.27,1418.16
8273,Bengaluru,13.0214801,77.6383234,Bengaluru,Kalyan Nagar,1.0,1.0,1.0,242670319,False,True,Private room,Private room,0,2038.61,354.54,2393.15
8274,Bengaluru,13.021294,77.639174,Bengaluru,Kalyan Nagar,1.0,1.0,1.0,242670319,False,True,Private room,Private room,0,2659.05,531.81,3190.86
8275,Bengaluru,13.05627,77.60259,Bengaluru,Hebbal Kempapura,1.0,1.0,2.0,528068487,False,True,Private room,Private room,0,1506.8,265.91,1772.71
8276,Bengaluru,13.053604098525687,77.60097552090883,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,211156087,True,False,Private room,Private room,0,974.99,0.0,974.99
8277,Bengaluru,13.0616125,77.6215156,Mesthri Palya,Rachanahalli Nagavara,1.0,1.0,1.0,21474370,False,True,Private room,Private room,0,2304.51,443.18,2747.69
8278,Bengaluru,13.0551505,77.6023926,Bengaluru,Hebbal Kempapura,1.0,1.0,1.0,674854265,False,False,Private room,Private room,0,2481.78,443.18,2924.96
8279,Bengaluru,13.03571,77.60258,Bengaluru,Hebbal,1.5,1.0,1.0,451026813,False,False,Private room,Private room,0,1772.7,354.54,2127.2400000000002
8280,Bengaluru,13.02535,77.59084,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,712647979,True,True,Private room,Private room,0,2127.24,354.54,2481.7799999999997
8281,Bengaluru,12.949527460054671,77.70418352394255,Bellandur Amanikere,Marattahalli,1.0,1.0,1.0,54999923,False,False,Private room,Private room,0,974.99,177.27,1152.26
8282,Bengaluru,12.90286,77.70721,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,109836936,False,False,Private room,Private room,0,1684.07,354.54,2038.61
8283,Bengaluru,12.8500697,77.6800893,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,459503800,False,False,Private room,Private room,0,1949.97,354.54,2304.51
8284,Bengaluru,12.98004,77.64448,Bengaluru,Domlur,1.0,1.0,1.0,705036344,False,True,Private room,Private room,0,2038.61,354.54,2393.15
8285,Bengaluru,12.99106,77.66023,Bengaluru,CV Raman Nagar,1.0,1.0,1.0,33770194,False,True,Private room,Private room,0,4786.29,974.99,5761.28
8286,Bengaluru,12.970196455115524,77.64996472746134,Bengaluru,New Tippasandra,1.0,1.0,2.0,312527511,False,True,Private room,Private room,0,1772.7,354.54,2127.2400000000002
8287,Bengaluru,12.9771,77.63909,Bengaluru,Domlur,1.0,1.0,1.0,503522858,False,False,Private room,Private room,0,2747.68,620.45,3368.13
8288,Bengaluru,12.97918,77.63904,Bengaluru,Domlur,1.5,1.0,1.0,503522858,False,False,Private room,Private room,0,2924.96,709.08,3634.04
8289,Bengaluru,12.96936930046366,77.63773516574902,Bengaluru,Domlur,1.0,1.0,1.0,496556049,False,True,Private room,Private room,0,4786.29,974.99,5761.28
8290,Bengaluru,12.95975590050128,77.6424464215273,Bengaluru,Domlur,1.0,1.0,1.0,545698024,False,False,Private room,Private room,0,2481.78,443.18,2924.96
8291,Bengaluru,12.956713877581098,77.64296376527766,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,545698024,True,False,Private room,Private room,0,1949.97,354.54,2304.51
8292,Bengaluru,12.98602,77.61855,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,580925062,False,False,Private room,Private room,0,1595.43,265.91,1861.3400000000001
8293,Bengaluru,12.97783,77.60362,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,387979943,True,False,Private room,Private room,0,2393.14,443.18,2836.3199999999997
8294,Bengaluru,12.97938,77.60426,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,387979943,True,False,Private room,Private room,0,2924.96,531.81,3456.77
8295,Bengaluru,12.998798886072723,77.6012789879208,Bengaluru,Pulikeshi Nagar,1.5,1.0,1.0,423257680,False,False,Private room,Private room,0,3545.4,709.08,4254.4800000000005
8296,Bengaluru,12.96707,77.60592,Bengaluru,Ashok Nagar,1.0,1.0,1.0,55999397,False,True,Private room,Private room,0,2393.14,1684.07,4077.21
8298,Bengaluru,13.00016,77.59462,Bengaluru,Vaderamanchanahalli,1.0,1.0,1.0,161676649,False,False,Private room,Private room,0,3190.86,797.72,3988.58
8299,Bengaluru,12.971569055105263,77.59728959932617,Bengaluru,Ashok Nagar,1.0,1.0,1.0,447858694,False,True,Private room,Private room,0,7268.07,1506.8,8774.869999999999
8300,Bengaluru,12.97126135751274,77.59751742467559,Bengaluru,Ashok Nagar,1.0,1.0,1.0,447858694,False,True,Private room,Private room,0,6381.72,1329.53,7711.25
8301,Bengaluru,12.96370371076786,77.59743329577026,Bengaluru,Shanti Nagar,1.0,1.0,1.0,33374508,False,False,Private room,Private room,0,5938.55,1240.89,7179.4400000000005
8302,Bengaluru,12.94653,77.60189,Bengaluru,Adugodi,1.0,1.0,1.0,288147017,False,False,Private room,Private room,0,1949.97,443.18,2393.15
8304,Bengaluru,12.87454,77.66131,Bengaluru,Unknown-Bengaluru,6.0,6.0,6.0,654148772,False,False,Private room,Private room,0,974.99,177.27,1152.26
